item_id;published;content;channel;content_type;link;category;campaign;assigned_tags;likes;comments;shares;reach 
54502344|826352938515841024;31.01.2017 08:54;Undaunted. On a straight course. Unique. Get your free #G63 wallpaper here: https://t.co/ROOps76iED [Consumption 13… https://t.co/2mfFIrIHUk;TWITTER;NULL;https://t.co/ROOps76iED;g-class suv;NULL;AMG, g-class suv;450;1;132;43270
6604386669|10155929877216670;02.12.2017 21:00;"The new Mercedes-Benz CLS exudes self-assured sportiness in exemplary style. Discover more in our short video from the LA Auto Show. #LAAS2017

More about the CLS: http://mb4.me/New_CLS";FACEBOOK;video;https://facebook.com/6604386669/posts/10155929877216670;CLS coupé;LA Auto Show 2017;trade show, CLS coupé, tradeshow_medianight;18301;745;1090;2626784
25749975|1661238034514773285;02.12.2017 22:50;"A new ?? was born – the Vision Mercedes-Maybach 6 Cabriolet. 
Chief Design Officer @gorden.wagener: ""I am incredibly grateful to have such a great team ??"" – and so are we!

#MercedesMaybach #Mercedes #Maybach #VisionCar #MaybachCabriolet #Cabriolet #MBdesign #design #vision #ultimate #luxury #ultimateluxury #Mbhotandcool #bestteam #Hot #Cool";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcN5zDWnwUl/;mercedes-benz;NULL;mercedes-maybach, mercedes-benz;634077;3521;n/a;6259251
6604386669|10155928091306670;03.12.2017 02:00;"The luxurious interior of the new Mercedes-Benz CLS Coupé impresses with its clear basic lines. For a flowing overall impression, the wave-like course of the interior design extends from the front to the rear doors, opening up at the B‑pillars. #LAAS2017

Learn more about the new CLS here: http://mb4.me/New_CLS";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155928091306670;CLS coupé;LA Auto Show 2017;trade show, CLS coupé, tradeshow_pressmaterial;8593;141;165;718930
25749975|1661363967653402183;03.12.2017 03:00;"Permanent all-wheel drive, an off-road reduction in the transfer case, portal axles and three differentials lockable whilst on the move will not be found on conventional cross-country vehicles. Even the highest sand dunes are stormed by the show car with ease, whilst rocky terrain and water is driven through without any problems.

#Mercedes #MercedesBenz #GWagon #GClass #Geländewagen #DreamCar #4x4 #AWD #Offroad #Performance #Luxury #Lifestyle #strongerthantime [Mercedes-Benz G 500 4x4²: Fuel Consumption combined: 16,3/12,3/13,8 l/100 km | CO2 emission: 323 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcOWbnunVZH/;g-class 4x4²;NULL;g-class 4x4², #mbfanphoto;175733;367;n/a;2618130
54502344|826202122224009220;30.01.2017 22:55;"There's snow stopping the power and performance of the @MercedesAMG  #A45. 
[Consumption 7.3-6.9l/100km|CO? 171-162… https://t.co/pz7ZWsZrNd";TWITTER;NULL;https://t.co/pz7ZWsZrNd;a-class;NULL;a-class, AMG;314;2;75;70269
54502344|826179478003015683;30.01.2017 21:25;Congratulations to Riley Motorsport, a Mercedes-AMG Customer Sports team, for taking 3rd at the Daytona 24 Hours ra… https://t.co/monOO6kVkM;TWITTER;NULL;https://t.co/monOO6kVkM;customer sports;NULL;AMG, customer sports, amg-gt coupé;457;2;93;137328
54502344|826158314761379841;30.01.2017 20:01;"Dinner for three?
?? Mercedes-Benz New Zealand https://t.co/axFr7xxmr0";TWITTER;photo;https://t.co/axFr7xxmr0;s-class cabrio;NULL;s-class cabrio;547;7;144;66659
54502344|826134174574706688;30.01.2017 18:25;"Precious cargo in the trunk of @rogerfederer's #GLS. 
?? Mercedes-Benz Australia https://t.co/dgEBWmg5uP";TWITTER;photo;https://t.co/dgEBWmg5uP;GLS;NULL;GLS;565;5;204;75999
6604386669|10155924796486670;03.12.2017 09:00;"The first step – from the raw material to the body shell: With the new digital service from Mercedes-Benz, ""Joyful Anticipation"", private purchasers of new vehicles gain access to an exclusive website when they order.

Customers in Germany can immediately follow the production of their individually configured Mercedes-Benz passenger car in real-time.

In the first part of the video series, along with the aluminium foundry and the steel foundry, the engine plant and press shop, as well as the body shell of the Mercedes-Benz E-Class and S-Class can be seen in the production plant in Bremen. 

""Joyful Anticipation"" is currently only available in Germany for the following model series: A-Class, B-Class, C-Class, E-Class, S-Class, CLA, CLS, GLA, GLC, SL and SLC.";FACEBOOK;video;https://facebook.com/6604386669/posts/10155924796486670;innovation;Joyful Anticipation;innovation;5526;95;568;1450939
54502344|826101470286270464;30.01.2017 16:15;"Chapeau! Congratulations on a legendary victory. 
Mercedes-Benz says “Thank You” for a fantastic and unforgettable… https://t.co/rtdxHCejtg";TWITTER;NULL;https://t.co/rtdxHCejtg;friends;NULL;friends, Roger Federer;432;2;101;56624
25749975|1661555321708920134;03.12.2017 09:20;"Come a little closer, Baby! ???? Photo shot by @mboakville.
____________________
Mercedes-AMG GT S - Fuel consumption combined 9.6 - 9.4 l/100 km | CO2 Emissions combined 224 - 219 g/km
.
#MercedesBenz #MercedesAMG #AMGGTS #mbfanphoto #?? #automotivedesign #comealittlecloser #mbstarportrait #mbcar";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcPB8MFHr1G/;amg-gt coupé;NULL;AMG, amg-gt coupé, #mbfanphoto;342366;611;n/a;3788031
54502344|826078525887098881;30.01.2017 14:44;"""There is nothing like home and the people who form it"". https://t.co/5vZs8cseYK";TWITTER;video;https://t.co/5vZs8cseYK;c-class cabrio;NULL;c-class cabrio;197;3;60;47169
25749975|1661674290667205316;03.12.2017 13:17;"Welcome home. ?? Photo shot by @santanya.
______________________
Mercedes-AMG S 65 Cabriolet - Fuel consumption combined 12.0 l/100km | CO2 emission combined 272 g/km .
#MercedesBenz #MercedesAMG #AMG #AMGS65Cabriolet #SClass #DrivingPerformance #Cabriolet #mbfanphoto #welcomehome #CaliforniaDreaming #LAAutoshow #ambientlighting #mbcar";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcPc_ajnjLE/;s-class cabrio;NULL;AMG, s-class cabrio, #mbfanphoto;229214;427;n/a;2958729
25749975|1661711388522769944;03.12.2017 14:31;"Clear contours and reduced lines – the brand-new Mercedes-Benz CLS was presented at the LA Auto Show 2017. #LAAS2017

#MercedesBenz #Mercedes #MBcars #LAAS #CLS";INSTAGRAM;VIDEO;https://www.instagram.com/p/BcPlbQoHu4Y/;mercedes-benz;LA Auto Show 2017;trade show, mercedes-benz, CLS coupé, tradeshow_pressmaterial;69624;341;n/a;1998912
54502344|826045981573644288;30.01.2017 12:34;#MondayMotivation https://t.co/ztihsWNtm3;TWITTER;photo;https://t.co/ztihsWNtm3;classic;NULL;classic;1167;12;325;96278
6604386669|10155924474481670;03.12.2017 17:13;"Who wouldn’t want to have a virtual meeting on Mars? Sasha Samochina is not just a normal multimedia specialist – at NASA Jet Propulsion Laboratory she deals with the possibilities of virtual reality. More in our “quick & nerdy” interview.  #createthenew #NewRealities""";FACEBOOK;video;https://facebook.com/6604386669/posts/10155924474481670;other;NULL;other, Me Convention;966;28;15;373900
25749975|1661816698579110866;03.12.2017 18:00;"Hands on with mr. @f1mike28 building one amazing engine!
.
#AMG #mercedesbenz #engineporn #thebestornothing #onemanoneengine #oneman #oneengine #monterey #concoursdelegance #?? #???? #?? #?? #????";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcP9XuQnsvS/;other;NULL;AMG, other;53153;85;n/a;1666968
54502344|825997016232783873;30.01.2017 09:20;Whether it's unpaved roads, family or leisure time, the #EClass All-Terrain has got you covered – and is now availa… https://t.co/C7Vgmcak9h;TWITTER;NULL;https://t.co/C7Vgmcak9h;e-class all-terrain;NULL;e-class all-terrain;280;2;68;41739
6604386669|10155929890086670;03.12.2017 21:03;"Clear contours and reduced lines – discover the design of the the brand-new Mercedes-Benz CLS that was presented at the LA Auto Show 2017. #LAAS2017 

More about the CLS: http://mb4.me/New_CLS";FACEBOOK;video;https://facebook.com/6604386669/posts/10155929890086670;CLS coupé;LA Auto Show 2017;trade show, mercedes-benz, CLS coupé, tradeshow_pressmaterial;18722;802;1284;7779534
25749975|1661954409289810049;03.12.2017 22:33;Empty streets in L.A. just for our new CLS. ?? #LAAutoshow #LosAngeles #MercedesBenz #CLS #LA #LAAS #Urban #Urbansunshine #reflections #luxury #mercedes #benz #California #EmptyLA;INSTAGRAM;IMAGE;https://www.instagram.com/p/BcQcrrWnQCB/;CLS coupé;LA Auto Show 2017;trade show, CLS coupé, tradeshow_hostcity;189234;352;n/a;2681546
6604386669|10155927038506670;04.12.2017 02:00;From a rare classic in Singapore to the history of the Silver Arrows – dive into the world of classic Mercedes-Benz vehicles with the latest edition of the Classic Magazine. Get yours here: http://mb4.me/ClassicMagazine;FACEBOOK;video;https://facebook.com/6604386669/posts/10155927038506670;classic-magazine;NULL;classic-magazine;2878;33;83;313259
25749975|1662111598398920885;04.12.2017 03:46;Sunset ride with the new CLS . ?? #LAAutoShow #CLS #MercedesBenz #Mercedes #Benz #LosAngeles #LA #skyline #sunset #worldpremiere;INSTAGRAM;IMAGE;https://www.instagram.com/p/BcRAbFHn9i1/;CLS coupé;LA Auto Show 2017;CLS coupé, tradeshow_hostcity;208380;486;n/a;2844875
54502344|825815850695454720;29.01.2017 21:20;"It's hard to get bored when there's a G at your disposal.
?? Patrick Paparella #MBsocialcar
[Consumption 13.8l/100km… https://t.co/R6kUc8MtNC";TWITTER;NULL;https://t.co/R6kUc8MtNC;g-class suv;#MBsocialcar;g-class suv;511;4;123;59697
54502344|825795882251587586;29.01.2017 20:00;"It's ok to be the center of attention when you look this good.
?? #MB Kundencenter Rastatt
[Consumption 7.3-6.9l/100… https://t.co/kY35PVToU4";TWITTER;NULL;https://t.co/kY35PVToU4;a-class;NULL;a-class, AMG;483;7;113;60379
54502344|825773134380937218;29.01.2017 18:30;"There are many keys to happiness – this is one of them.
?? @Mercedes_Berlin https://t.co/mw0efszhIp";TWITTER;photo;https://t.co/mw0efszhIp;GLE coupé;NULL;GLE coupé;1258;30;760;118332
25749975|1662255131315375438;04.12.2017 08:31;Sometimes you just have to find a nice spot to enjoy the sunset! ???? #LAAutoShow #LosAngeles #MercedesBenz #CLS #LAAS #Sunset #Skyline #enjoy #qualitytime #LA #Mercedes #Benz #worldpremiere;INSTAGRAM;IMAGE;https://www.instagram.com/p/BcRhDwkH41O/;CLS coupé;LA Auto Show 2017;CLS coupé, tradeshow_hostcity;265478;608;n/a;3205230
6604386669|10155908414916670;04.12.2017 11:06;"Never search for a parking space again if you already have one – connect your Mercedes-Benz with your smartphone the easy way, using the Mercedes me Adapter.

Available in a variety of markets – get more information right here: http://www.mercedes.me/Adapter";FACEBOOK;video;https://facebook.com/6604386669/posts/10155908414916670;connect;NULL;connect;1850;18;45;547071
54502344|825749139896008704;29.01.2017 16:55;"...look how they shine for you.
?? @mboakville https://t.co/cSU83G4XFF";TWITTER;photo;https://t.co/cSU83G4XFF;passenger-cars;NULL;passenger-cars;647;6;189;71770
6604386669|10155938057866670;04.12.2017 13:09;AMG ­- diese drei Buchstaben bringen Richard zum Träumen. ALL – diese drei Buchstaben bestimmen im Moment Richards Leben. Mit Hilfe des Vereins KinderLEBEN e.V. und dem rbb Fernsehen hat Mercedes-Benz Berlin Richard einen Traum erfüllt. Lesen Sie mehr dazu im Daimler Blog.;FACEBOOK;link;https://facebook.com/6604386669/posts/10155938057866670;Corporate;NULL;Corporate;211;15;12;98790
54502344|825706378589265920;29.01.2017 14:05;"May your Sunday be bright and full of endless possibilities.
?? Steven Sampang #MBPhotoPass via @MBUSA 
[Consumption… https://t.co/yPmU4n4XuC";TWITTER;NULL;https://t.co/yPmU4n4XuC;GLA suv;NULL;GLA suv;375;1;97;52291
25749975|1662412975213700436;04.12.2017 13:44;"How to love Mondays. ?? Photo shot by @salehnikon.
_________________________
Mercedes-AMG G 63 -  Fuel consumption 13.8 l/100 km | CO2 emission combined 322 g/km
.
#MercedesBenz #MercedesAMG #AMG #GClass #AMGG63 #??#mbfanphoto #automotivedesign #mondaymornings #mbcar";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcSE8sJnOVU/;g-class suv;NULL;AMG, g-class suv, #mbfanphoto;268104;559;n/a;3202240
25749975|1662435875803300454;04.12.2017 14:30;"Rugged, raw, and ready for any adventure life throws your way. ?

#MercedesBenz #Mercedes #MBcars #cars #carsofinstagram #benz #daimler #XClass #XtraClass #pickup #pickups #color #new #truck";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcSKJ7_HwJm/;x-class;NULL;X-Class;162967;534;n/a;2563378
54502344|825659772498112512;29.01.2017 11:00;Want to know what it's like to be part of the Silver Arrows? Enter for a chance to find out:… https://t.co/reAePHJV3y;TWITTER;NULL;https://t.co/reAePHJV3y;formula-one;NULL;formula-one;129;3;19;40243
25749975|1662541807690397761;04.12.2017 18:00;"A mystical sight in the middle of the desert. ???? ?? ?? ??
.
Photo by @alexcarms
.
#gclass #g #mercedesbenz #thebestornothing #?? #?? #?? #?? #???? #desertnights #desert #sand #lighttrails #UAE #GForever #nighthawk";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcSiPcvnzhB/;g-class suv;NULL;g-class suv;128199;246;n/a;2189023
54502344|825617049485504512;29.01.2017 08:10;Sun, snow and speed – swiftly delivered during the @GTspirit Wintersporting Experience. [Consumption 13.8-12.3l/100… https://t.co/Ugl1SZMK5b;TWITTER;NULL;https://t.co/Ugl1SZMK5b;passenger-cars;NULL;passenger-cars, AMG, GLS, g-class suv;395;2;91;53900
25749975|1662690130946452602;04.12.2017 22:55;"Unmistakable proportions.

Photo by @rauhutphotography for #MBsocialcar.
#MercedesBenz #Mercedes #MBcars #CLA #CarsofInstagram [Mercedes-AMG CLA 45 | Kraftstoffverbrauch: 7.3 - 6.9 l/100 km | CO2 Emissionen: 171 - 162 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcTD91inGx6/;CLA shooting brake;#MBsocialcar;AMG, CLA shooting brake;122014;182;n/a;2041832
6604386669|10155938091976670;05.12.2017 02:00;"X-Class meets mountain biking: #MBvans is excited to become the main partner of the UCIMTBWorldCup & World Championships! It's a perfect match because the #XClass loves to go off-roading as well. #MBWorldCup

More about the X-Class: http://mb4.me/X-Class_fb_";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155938091976670;x-class;NULL;X-Class;2180;57;71;574060
25749975|1662813314886674965;05.12.2017 03:00;"In today's #MBPhotoPass, photographer @alenpalander will take you on a road trip through Canada. He took two beautiful #G550 s to the roads of the Great White North, as the region is nicknamed. Stay tuned for Alen’s best shots and some of the most beautiful landscapes that a G-Class can have for a backdrop. This shot was captured on one of the countless little bridges in Canada’s backyard.
#MBPhotoPass #MercedesBenz #Mercedes #Benz # Gclass #G550 #G500 #lifestyle #roadtrip #4x4 #Canada @adam_madrzyk @mercedesbenzcanada ?? @alenpalander [Mercedes-Benz G550 | Verbrauch: 12,3 l/100 km |CO2: 289 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcTf-ZhnCoV/;g-class suv;NULL;Photo Pass, g-class suv;194419;378;n/a;2698445
25749975|1662934231235326582;05.12.2017 07:00;"Hey there! It’s Alen Palander and today, I will show you around my home country of Canada. I had the chance to take a beautiful Mercedes-Benz G-Class on a road trip of over 3,000 kilometers along our west coast. Needless to say, we took it to some stunning trails off the beaten path.
#MBPhotoPass #MercedesBenz #Mercedes #Benz # Gclass #G550 #G500 #lifestyle #roadtrip #4x4 #Canada @mercedesbenzcanada ?? @alenpalander [Mercedes-Benz G550 | Verbrauch: 12,3 l/100 km |CO2: 289 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcT7d9pnnJ2/;g-class suv;NULL;Photo Pass, g-class suv;116020;206;n/a;2087745
54502344|825477379350986752;28.01.2017 22:55;"Night light, night bright.
?? Thilo Brunner 
[Consumption 9.6-9.4l/100km|CO? 224-219g/km] https://t.co/lT66Ch30m2";TWITTER;photo;https://t.co/lT66Ch30m2;amg-gt coupé;#MBsocialcar;AMG, amg-gt coupé;804;6;259;88554
54502344|825456078645293059;28.01.2017 21:30;"Go high, go low, go fast, go slow. Explore the most versatile #EClass of all-time: https://t.co/sCw9wbaube
??… https://t.co/HrPoVNMr0r";TWITTER;NULL;https://t.co/sCw9wbaube;e-class all-terrain;#MBsocialcar;e-class all-terrain;303;2;74;41325
54502344|825434576696774656;28.01.2017 20:05;"Look deeply into my eyes and tell me I'm yours.
?? Mase H. via Mercedes-Benz Australia https://t.co/h4WHKaNlmH";TWITTER;photo;https://t.co/h4WHKaNlmH;classic;NULL;classic;558;7;160;67434
54502344|825410733093617664;28.01.2017 18:30;"The command center.
?? @mboakville https://t.co/CQTOO7iHxt";TWITTER;photo;https://t.co/CQTOO7iHxt;passenger-cars;NULL;passenger-cars;418;7;97;65008
6604386669|10155938233091670;05.12.2017 09:30;"Photographer Alen Palander and some friends took two Mercedes-Benz G 550 on a journey along the beautiful West Coast of Canada. Join them on their trip!

[Mercedes-Benz G 500 | Kraftstoffverbrauch kombiniert: 12.3 l/100 km | CO₂ Emissionen: 289 g/km | http://benz.me/efficiency_statement]

More about the G-Class: http://mb4.me/TheGClass";FACEBOOK;video;https://facebook.com/6604386669/posts/10155938233091670;g-class suv;NULL;g-class suv;3835;77;248;697950
25749975|1663055015932979021;05.12.2017 11:00;"This is probably one of my favorite shots from the whole trip. I took it in the northern Rocky Mountains and it still gives me chills when I look at it. The mountains towering in the background, the wide open road and the #G550 in focus, ready to conquer it all. Let’s explore some more of Canada’s finest areas ??

#MBPhotoPass #MercedesBenz #Mercedes #Benz # Gclass #G550 #G500 #lifestyle #roadtrip #4x4 #Canada @mercedesbenzcanada ?? @alenpalander [Mercedes-Benz G550 | Verbrauch: 12,3 l/100 km |CO2: 289 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcUW7nKnedN/;g-class suv;NULL;Photo Pass, g-class suv;143484;244;n/a;2221737
54502344|825386814173282310;28.01.2017 16:55;"That beautiful feeling when there’s nothing but you in the driver's seat and endless road ahead.
?? Peter Monsoni &… https://t.co/q7lCuPuIvE";TWITTER;NULL;https://t.co/q7lCuPuIvE;passenger-cars;NULL;passenger-cars;578;8;126;74094
25749975|1663160650603354138;05.12.2017 14:30;"We also came across some water hazards. But no river crossing could stop this beast. I captured the photo right at the waterfront on one of the countless little Iakes which we passed on our way from #Whistler to #Jasper.
#MBPhotoPass #MercedesBenz #Mercedes #Benz # Gclass #G550 #G500 #lifestyle #roadtrip #4x4 #Canada @mercedesbenzcanada ?? @alenpalander [Mercedes-Benz G550 | Verbrauch: 12,3 l/100 km |CO2: 289 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcUu8zHntga/;g-class suv;NULL;Photo Pass, g-class suv;157114;274;n/a;2365857
54502344|825346546334105601;28.01.2017 14:15;14,000 car2go vehicles across 26 cities. See how #carsharing is helping reduce the burden on cities:… https://t.co/IeUpaRWq4S;TWITTER;NULL;https://t.co/IeUpaRWq4S;next;NULL;next;100;3;34;41391
6604386669|10155941442326670;05.12.2017 15:00;"Die Sonne geht zu früh unter? Hol dir einfach die Sterne vom Himmel! #santasays

▶ http://mb4.me/Shop_";FACEBOOK;video;https://facebook.com/6604386669/posts/10155941442326670;mb-collection;NULL;mb-collection;54;5;9;56017
54502344|825297515595567106;28.01.2017 11:00;"When the going gets tough, add two wheels and power through.
#WeekendWarrior via @GFWilliams https://t.co/DZjm3x6s28";TWITTER;photo;https://t.co/DZjm3x6s28;g-class 6x6;NULL;AMG, g-class 6x6;593;5;216;57529
6604386669|10155941462696670;05.12.2017 15:00;"So the winter sun is setting too early these days? Well, just reach for the stars! #santasays

▶ http://mb4.me/MBA_FB";FACEBOOK;video;https://facebook.com/6604386669/posts/10155941462696670;mb-collection;NULL;mb-collection;925;20;32;193311
6604386669|10155941435191670;05.12.2017 15:00;"So the winter sun is setting too early these days? Well, just reach for the stars! #santasays

▶ http://mb4.me/Shop_";FACEBOOK;video;https://facebook.com/6604386669/posts/10155941435191670;mb-collection;NULL;mb-collection;11;0;0;14083
54502344|825250840168513536;28.01.2017 07:55;"If you're in Berlin, don't miss the ""Golden dreams"" exhibition being held at Mercedes-Benz Gallery Unter Den Linden… https://t.co/oQUxa2kIw3";TWITTER;NULL;https://t.co/oQUxa2kIw3;classic;NULL;classic;391;3;101;56468
6604386669|10155941444401670;05.12.2017 15:00;"¿El sol de invierno se pone demasiado temprano estos días? No hay problema, ¡ve en busca de las estrellas!

▶ http://mb4.me/Shop_";FACEBOOK;video;https://facebook.com/6604386669/posts/10155941444401670;mb-collection;NULL;mb-collection;18;0;0;7827
6604386669|10155941455311670;05.12.2017 15:00;"Il sole tramonta troppo presto per i tuoi gusti? Approfittane per guardare le stelle!

▶ http://mb4.me/MBA_FB";FACEBOOK;video;https://facebook.com/6604386669/posts/10155941455311670;mb-collection;NULL;mb-collection;35;0;0;12659
6604386669|10155941457896670;05.12.2017 15:00;"Il paraît que le soleil se couche trop tôt ces jours-ci? Voici l’occasion de décrocher les étoiles plus tôt que prévu.

▶ http://mb4.me/Shop_";FACEBOOK;video;https://facebook.com/6604386669/posts/10155941457896670;mb-collection;NULL;mb-collection;26;0;1;19095
54502344|825114968127307776;27.01.2017 22:55;Locked and loaded. Discover the sprinting power of the #C43 Coupé: https://t.co/xahhyBc5M0  [Efficiency 8.0-7.8l/10… https://t.co/2MooDPra5e;TWITTER;NULL;https://t.co/xahhyBc5M0;c-class coupé;NULL;AMG, c-class coupé;497;3;147;46656
6604386669|10155938452516670;05.12.2017 17:24;"Did you enjoy our series of Justice League comics created by DC Comics? Get an exclusive look behind the scenes of this partnership here: https://youtu.be/1tKxMmfo1rc
#JusticeLeague";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155938452516670;lifestyle;JusticeLeague;lifestyle, product-placement;2345;24;84;741040
54502344|825073445742505984;27.01.2017 20:10;50 years of @MercedesAMG. See how three letters have defined automotive performance: https://t.co/PGF5IOBL39 https://t.co/fXD04eHvPv;TWITTER;photo;https://t.co/fXD04eHvPv;passenger-cars;NULL;passenger-cars, AMG;458;8;154;52402
54502344|825048373065633792;27.01.2017 18:30;"Cold as ice.
?? @SNABSHOD #MBsocialcar https://t.co/mRex4CcpYg";TWITTER;photo;https://t.co/mRex4CcpYg;e-class all-terrain;#MBsocialcar;e-class all-terrain;387;7;96;52416
25749975|1663296566420437952;05.12.2017 19:00;"Endless roads – on our road trip, Canada really showed off its sheer beauty along those remote drives which always made me think “I could drive on forever!” But with the G-Class, this thought did not really come as a surprise. With all its safety features and driving assistance systems, the G provides a comfortable and easy driving experience combined with an amazing off-road ability I haven’t experienced before. The perfect mix ??.
#MBPhotoPass #MercedesBenz #Mercedes #Benz #GClass #G550 #G500 #lifestyle #roadtrip #4x4 #Canada @mercedesbenzcanada ?? @alenpalander [Mercedes-Benz G550 | Verbrauch: 12.3 l/100 km |CO2 emissions combined: 289 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcVN2olnfvA/;g-class suv;NULL;Photo Pass, g-class suv;115017;180;n/a;1987661
54502344|825024373560078336;27.01.2017 16:55;When you wish upon a star... https://t.co/DqhNyenOyG;TWITTER;photo;https://t.co/DqhNyenOyG;passenger-cars;NULL;passenger-cars;1079;8;467;113968
5383634|s6230748378733641728;27.01.2017 15:09;"Watch a legend come back for one more ride in our new commercial for the Mercedes-AMG GT Roadster – directed by The Coen Brothers. #easydriver
https://lnkd.in/g2Uy2tz";LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6230748378674929664;amg-gt roadster;#easydriver;AMG, commercial, amg-gt roadster;104;6;18;25305
25749975|1663417168045270231;05.12.2017 23:00;"After stops at the revitalizing hot springs at Liard River and beautiful Watson Lake, we finally made it to Whitehorse. Unfortunately, this trip ends here. I captured this shot of our indestructible companion in an amazing sundown. We really were hard on them, but the Gs never let us down and they made this road trip a fantastic experience.
#MBPhotoPass #MercedesBenz #Mercedes #Benz # Gclass #G550 #G500 #lifestyle #roadtrip #4x4 #Canada @mercedesbenzcanada ?? @alenpalander [Mercedes-Benz G550 | Verbrauch: 12,3 l/100 km |CO2: 289 g/km]";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcVpRnmn-TX/;g-class suv;NULL;Photo Pass, g-class suv;146614;259;n/a;2253425
6604386669|10155941573686670;06.12.2017 02:00;Artist Robert Jahns frames the Concept EQ. As a photographer and artist, he creates images that, in their subject matter, go beyond the limits of possibility – check them out here: http://mb4.me/RobertJahns;FACEBOOK;photo;https://facebook.com/6604386669/posts/10155941573686670;innovation;NULL;innovation, EQ, Electric CH;8966;78;370;1012372
54502344|824980307904335874;27.01.2017 14:00;Watch a legend come back for one more ride in our new commercial for the Mercedes-AMG GT Roadster – directed by The… https://t.co/rjh1Ss49XW;TWITTER;NULL;https://t.co/rjh1Ss49XW;amg-gt roadster;#easydriver;AMG, commercial, amg-gt roadster;595;11;250;84695
25749975|1663538058556827480;06.12.2017 03:00;Please share your favorite Mercedes-Benz Snow-Photo with us and use the hashtag: #MBSnowPhoto! Do you like this Mercedes-Ben E 55 AMG 4MATIC? Follow also @mercedesbenzmuseum for more classic cars! #Mercedes #AMG #Performance #4MATIC #Snow #Winter #Frosty #Car #Cars #Cartastic #InstaSnow;INSTAGRAM;IMAGE;https://www.instagram.com/p/BcWEwzqn2dY/;passenger-cars;NULL;passenger-cars, AMG;113151;427;n/a;2286088
25749975|1663712073770501330;06.12.2017 08:45;"Taking the time to just stare at it. ?? Photo shot by @attasss.
___________________
Mercedes-AMG G 63 -  Fuel consumption 13.8 l/100 km | CO2 emission combined 322 g/km
.
#MercedesBenz #MercedesAMG #AMG #AMGG63 #?? #?? #mbfanphoto #automotivedesign #carwash #atthecarwash #cleanbaby #redcars #mbcar";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcWsVD9noTS/;g-class suv;NULL;AMG, g-class suv, #mbfanphoto;221860;436;n/a;2810480
54502344|824935070729388032;27.01.2017 11:00;Rediscover the forgotten city of Lisbon with the help of Miguel Domingos and the #CClass Cabriolet:… https://t.co/Ohj05BTsPr;TWITTER;NULL;https://t.co/Ohj05BTsPr;travel;Highsnobiety;travel, brand cooperation, c-class cabrio;312;3;75;38530
54502344|824904987696173056;27.01.2017 09:00;"The days of creases are over.
The design philosophy of 'Sensual Purity' will be applied to all future lines of… https://t.co/zXdgtBWjMn";TWITTER;NULL;https://t.co/zXdgtBWjMn;mercedes-benz;NULL;mercedes-benz;425;9;151;58663
6604386669|10155943968471670;06.12.2017 11:30;Mercedes-Benz passed the two-million mark in November, already surpassing its unit sales for the entire previous year. #mbsales;FACEBOOK;photo;https://facebook.com/6604386669/posts/10155943968471670;Corporate;NULL;s-class sedan, Corporate;9480;132;284;751421
25749975|1663853746001354665;06.12.2017 13:27;"Just playing in the snow! ?? Photo shot by @ivanorlov.
.
#MercedesBenz #EClass #E50 #mbfanphoto #automotivedesign #playingtime #snowbell #letitsnow #?? #vintagecars #mbcar";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcXMiqgnR-p/;passenger-cars;NULL;passenger-cars, #mbfanphoto;216329;702;n/a;3006944
6604386669|10155944736661670;06.12.2017 16:27;"Eine amerikanische Legende steht jetzt unter Strom: Ab 2019 wird Daimler-Tochterunternehmen Thomas Built Buses nicht mehr nur sichere, sondern auch leise und saubere Schulbusse auf die Straße bringen und somit das erste Mal einen vollelektrischen Schulbus in Serienproduktion haben.

Lesen Sie die komplette Story bei uns im Daimler Blog!";FACEBOOK;link;https://facebook.com/6604386669/posts/10155944736661670;buses;NULL;buses;40;0;6;9209
25749975|1663952544996478152;06.12.2017 16:43;"Mercedes-Benz passed the two-million mark in November, already surpassing its unit sales for the entire previous year. #mbsales

#MercedesBenz #Mercedes #Benz #Sales";INSTAGRAM;IMAGE;https://www.instagram.com/p/BcXjAYPn0zI/;Corporate;NULL;s-class sedan, Corporate;178243;337;n/a;2454736
